symbol,company_name,categories
9532.T,"Osaka Gas Co., Ltd.",TSE stocks
6383.T,"Daifuku Co., Ltd.",TSE stocks
4188.T,Mitsubishi Chemical Group Corporation,TSE stocks
6479.T,MINEBEA MITSUMI Inc.,TSE stocks
9201.T,"Japan Airlines Co., Ltd.",TSE stocks
9143.T,"SG Holdings Co.,Ltd.",TSE stocks
4528.T,"Ono Pharmaceutical Co., Ltd.",TSE stocks
3003.T,"Hulic Co., Ltd.",TSE stocks
4324.T,Dentsu Group Inc.,TSE stocks
5713.T,"Sumitomo Metal Mining Co., Ltd.",TSE stocks
7701.T,Shimadzu Corporation,TSE stocks
7911.T,TOPPAN Holdings Inc.,TSE stocks
3088.T,MatsukiyoCocokara & Co.,TSE stocks
7912.T,"Dai Nippon Printing Co., Ltd.",TSE stocks
8473.T,"SBI Holdings, Inc.",TSE stocks
7261.T,Mazda Motor Corporation,TSE stocks
6525.T,KOKUSAI ELECTRIC CORPORATION,TSE stocks
9005.T,Tokyu Corporation,TSE stocks
6586.T,Makita Corporation,TSE stocks
9042.T,"Hankyu Hanshin Holdings, Inc.",TSE stocks
3092.T,"ZOZO, Inc.",TSE stocks
7181.T,"Japan Post Insurance Co., Ltd.",TSE stocks
6963.T,"ROHM Co., Ltd.",TSE stocks
1802.T,Obayashi Corporation,TSE stocks
2267.T,"Yakult Honsha Co.,Ltd.",TSE stocks
2269.T,"Meiji Holdings Co., Ltd.",TSE stocks
6305.T,"Hitachi Construction Machinery Co., Ltd.",TSE stocks
1801.T,Taisei Corporation,TSE stocks
4204.T,"Sekisui Chemical Co., Ltd.",TSE stocks
5334.T,"Niterra Co., Ltd.",TSE stocks
9602.T,"Toho Co., Ltd.",TSE stocks
9041.T,"Kintetsu Group Holdings Co.,Ltd.",TSE stocks
4185.T,JSR Corporation,TSE stocks
9719.T,SCSK Corporation,TSE stocks
8331.T,"The Chiba Bank, Ltd.",TSE stocks
1911.T,"Sumitomo Forestry Co., Ltd.",TSE stocks
2768.T,Sojitz Corporation,TSE stocks
3038.T,"Kobe Bussan Co., Ltd.",TSE stocks
9064.T,"Yamato Holdings Co., Ltd.",TSE stocks
3626.T,TIS Inc.,TSE stocks
3099.T,Isetan Mitsukoshi Holdings Ltd.,TSE stocks
5406.T,"Kobe Steel, Ltd.",TSE stocks
6724.T,Seiko Epson Corporation,TSE stocks
6841.T,Yokogawa Electric Corporation,TSE stocks
5831.T,"Shizuoka Financial Group,Inc.",TSE stocks
9001.T,"Tobu Railway Co., Ltd.",TSE stocks
3436.T,Sumco Corporation,TSE stocks
2212.T,"Yamazaki Baking Co., Ltd.",TSE stocks
8439.T,Tokyo Century Corporation,TSE stocks
7747.T,"Asahi Intecc Co., Ltd.",TSE stocks
7752.T,"Ricoh Company, Ltd.",TSE stocks
4183.T,"Mitsui Chemicals, Inc.",TSE stocks
3064.T,"MonotaRO Co., Ltd.",TSE stocks
9007.T,"Odakyu Electric Railway Co., Ltd.",TSE stocks
5844.T,"Kyoto Financial Group,Inc.",TSE stocks
3289.T,Tokyu Fudosan Holdings Corporation,TSE stocks
8354.T,"Fukuoka Financial Group, Inc.",TSE stocks
9401.T,"TBS Holdings,Inc.",TSE stocks
6526.T,Socionext Inc.,TSE stocks
4527.T,"Rohto Pharmaceutical Co.,Ltd.",TSE stocks
3231.T,"Nomura Real Estate Holdings, Inc.",TSE stocks
7012.T,"Kawasaki Heavy Industries, Ltd.",TSE stocks
9024.T,Seibu Holdings Inc.,TSE stocks
1803.T,Shimizu Corporation,TSE stocks
5101.T,"The Yokohama Rubber Company, Limited",TSE stocks
4042.T,Tosoh Corporation,TSE stocks
6448.T,"Brother Industries, Ltd.",TSE stocks
5332.T,Toto Ltd.,TSE stocks
2002.T,Nisshin Seifun Group Inc.,TSE stocks
2670.T,"ABC-Mart,Inc.",TSE stocks
4732.T,"USS Co., Ltd.",TSE stocks
7453.T,"Ryohin Keikaku Co., Ltd.",TSE stocks
7276.T,"Koito Manufacturing Co., Ltd.",TSE stocks
6845.T,Azbil Corporation,TSE stocks
9962.T,MISUMI Group Inc.,TSE stocks
4004.T,Resonac Holdings Corporation,TSE stocks
3288.T,"Open House Group Co., Ltd.",TSE stocks
3635.T,"Koei Tecmo Holdings Co., Ltd.",TSE stocks
4536.T,"Santen Pharmaceutical Co., Ltd.",TSE stocks
5929.T,Sanwa Holdings Corporation,TSE stocks
5333.T,"NGK Insulators, Ltd.",TSE stocks
5938.T,LIXIL Corporation,TSE stocks
6302.T,"Sumitomo Heavy Industries, Ltd.",TSE stocks
9404.T,"Nippon Television Holdings, Inc.",TSE stocks
6113.T,"Amada Co., Ltd.",TSE stocks
3141.T,"Welcia Holdings Co., Ltd.",TSE stocks
7951.T,Yamaha Corporation,TSE stocks
3291.T,"Iida Group Holdings Co., Ltd.",TSE stocks
6753.T,Sharp Corporation,TSE stocks
9508.T,"Kyushu Electric Power Company, Incorporated",TSE stocks
4751.T,"CyberAgent, Inc.",TSE stocks
2433.T,Hakuhodo DY Holdings Inc,TSE stocks
7731.T,Nikon Corporation,TSE stocks
9989.T,"Sundrug Co.,Ltd.",TSE stocks
1944.T,Kinden Corporation,TSE stocks
4613.T,"Kansai Paint Co., Ltd.",TSE stocks
9142.T,Kyushu Railway Company,TSE stocks
4182.T,"Mitsubishi Gas Chemical Company, Inc.",TSE stocks
3774.T,Internet Initiative Japan Inc.,TSE stocks
9008.T,Keio Corporation,TSE stocks
1808.T,HASEKO Corporation,TSE stocks
5947.T,Rinnai Corporation,TSE stocks
3405.T,"Kuraray Co., Ltd.",TSE stocks
4186.T,"Tokyo Ohka Kogyo Co., Ltd.",TSE stocks
7459.T,MediPal Holdings Corporation,TSE stocks
3197.T,"Skylark Holdings Co., Ltd.",TSE stocks
4088.T,Air Water Inc.,TSE stocks
9506.T,"Tohoku Electric Power Company, Incorporated",TSE stocks
2871.T,Nichirei Corporation,TSE stocks
6532.T,"BayCurrent Consulting, Inc.",TSE stocks
5803.T,Fujikura Ltd.,TSE stocks
7013.T,IHI Corporation,TSE stocks
6473.T,JTEKT Corporation,TSE stocks
8056.T,BIPROGY Inc.,TSE stocks
5838.T,"Rakuten Bank, Ltd.",TSE stocks
8252.T,"Marui Group Co., Ltd.",TSE stocks
5110.T,"Sumitomo Rubber Industries, Ltd.",TSE stocks
8253.T,"Credit Saison Co., Ltd.",TSE stocks
3116.T,Toyota Boshoku Corporation,TSE stocks
9513.T,"Electric Power Development Co., Ltd.",TSE stocks
8804.T,"Tokyo Tatemono Co., Ltd.",TSE stocks
5105.T,Toyo Tire Corporation,TSE stocks
2784.T,Alfresa Holdings Corporation,TSE stocks
2593.T,"Ito En, Ltd.",TSE stocks
5901.T,"Toyo Seikan Group Holdings, Ltd.",TSE stocks
6976.T,"Taiyo Yuden Co., Ltd.",TSE stocks
4676.T,"Fuji Media Holdings, Inc.",TSE stocks
8359.T,"The Hachijuni Bank, Ltd.",TSE stocks
9468.T,Kadokawa Corporation,TSE stocks
6141.T,"DMG Mori Co., Ltd.",TSE stocks
9048.T,"Nagoya Railroad Co., Ltd.",TSE stocks
7180.T,"Kyushu Financial Group,Inc.",TSE stocks
8905.T,"AEON Mall Co., Ltd.",TSE stocks
6923.T,"Stanley Electric Co., Ltd.",TSE stocks
3086.T,"J. Front Retailing Co., Ltd.",TSE stocks
2331.T,"Sohgo Security Services Co.,Ltd.",TSE stocks
4202.T,Daicel Corporation,TSE stocks
1721.T,COMSYS Holdings Corporation,TSE stocks
6481.T,"THK Co., Ltd.",TSE stocks
6471.T,NSK Ltd.,TSE stocks
2229.T,"Calbee, Inc.",TSE stocks
3923.T,"Rakus Co., Ltd.",TSE stocks
6460.T,Sega Sammy Holdings Inc.,TSE stocks
9987.T,"Suzuken Co., Ltd.",TSE stocks
5471.T,"Daido Steel Co., Ltd.",TSE stocks
2809.T,Kewpie Corporation,TSE stocks
7282.T,"Toyoda Gosei Co., Ltd.",TSE stocks
4912.T,Lion Corporation,TSE stocks
9076.T,"Seino Holdings Co., Ltd.",TSE stocks
7988.T,Nifco Inc.,TSE stocks
5233.T,Taiheiyo Cement Corporation,TSE stocks
5076.T,INFRONEER Holdings Inc.,TSE stocks
3397.T,TORIDOLL Holdings Corporation,TSE stocks
8233.T,"Takashimaya Company, Limited",TSE stocks
9006.T,Keikyu Corporation,TSE stocks
1973.T,NEC Networks & System Integration Corporation,TSE stocks
9504.T,"The Chugoku Electric Power Co., Inc.",TSE stocks
3563.T,Food & Life Companies Ltd.,TSE stocks
6028.T,"TechnoPro Holdings, Inc.",TSE stocks
6592.T,"Mabuchi Motor Co., Ltd.",TSE stocks
4385.T,"Mercari, Inc.",TSE stocks
2579.T,Coca-Cola Bottlers Japan Holdings Inc.,TSE stocks
2371.T,"Kakaku.com, Inc.",TSE stocks
2412.T,Benefit One Inc.,TSE stocks
7240.T,NOK Corporation,TSE stocks
5711.T,Mitsubishi Materials Corporation,TSE stocks
6324.T,Harmonic Drive Systems Inc.,TSE stocks
4516.T,"Nippon Shinyaku Co., Ltd.",TSE stocks
2127.T,Nihon M&A Center Holdings Inc.,TSE stocks
1963.T,JGC Holdings Corporation,TSE stocks
9044.T,"Nankai Electric Railway Co., Ltd.",TSE stocks
1951.T,"EXEO Group, Inc.",TSE stocks
5991.T,"NHK Spring Co., Ltd.",TSE stocks
8418.T,"Yamaguchi Financial Group, Inc.",TSE stocks
7564.T,"Workman Co.,Ltd.",TSE stocks
5830.T,"Iyogin Holdings,Inc.",TSE stocks
6005.T,"Miura Co., Ltd.",TSE stocks
4927.T,Pola Orbis Holdings Inc.,TSE stocks
1942.T,"Kandenko Co.,Ltd.",TSE stocks
7337.T,"Hirogin Holdings, Inc.",TSE stocks
9533.T,"Toho Gas Co., Ltd.",TSE stocks
5214.T,"Nippon Electric Glass Co., Ltd.",TSE stocks
2811.T,"Kagome Co., Ltd.",TSE stocks
4666.T,"PARK24 Co., Ltd.",TSE stocks
8334.T,"The Gunma Bank, Ltd.",TSE stocks
2222.T,"Kotobuki Spirits Co., Ltd.",TSE stocks
6268.T,Nabtesco Corporation,TSE stocks
1860.T,Toda Corporation,TSE stocks
8570.T,"AEON Financial Service Co., Ltd.",TSE stocks
1332.T,Nissui Corporation,TSE stocks
3549.T,"Kusuri No Aoki Holdings Co., Ltd.",TSE stocks
7984.T,"Kokuyo Co., Ltd.",TSE stocks
4631.T,DIC Corporation,TSE stocks
6952.T,"Casio Computer Co.,Ltd.",TSE stocks
2264.T,"Morinaga Milk Industry Co., Ltd.",TSE stocks
8341.T,"The 77 Bank, Ltd.",TSE stocks
9449.T,"GMO internet group, Inc.",TSE stocks
6674.T,GS Yuasa Corporation,TSE stocks
4205.T,Zeon Corporation,TSE stocks
4681.T,"Resorttrust, Inc.",TSE stocks
8174.T,"Nippon Gas Co., Ltd.",TSE stocks
7163.T,"SBI Sumishin Net Bank, Ltd.",TSE stocks
7762.T,"Citizen Watch Co., Ltd.",TSE stocks
4921.T,Fancl Corporation,TSE stocks
8304.T,"Aozora Bank, Ltd.",TSE stocks
7071.T,"Amvis Holdings, Inc.",TSE stocks
9412.T,SKY Perfect JSAT Holdings Inc.,TSE stocks
5706.T,"Mitsui Mining & Smelting Co., Ltd.",TSE stocks
9783.T,"Benesse Holdings, Inc.",TSE stocks
7313.T,"TS TECH Co., Ltd.",TSE stocks
3107.T,"Daiwabo Holdings Co., Ltd.",TSE stocks
4208.T,UBE Corporation,TSE stocks
3941.T,"Rengo Co., Ltd.",TSE stocks
5384.T,Fujimi Incorporated,TSE stocks
2201.T,"Morinaga&Co., Ltd.",TSE stocks
6807.T,"Japan Aviation Electronics Industry, Limited",TSE stocks
7581.T,"Saizeriya Co.,Ltd.",TSE stocks
4483.T,JMDC Inc.,TSE stocks
8114.T,Descente Ltd.,TSE stocks
3401.T,Teijin Limited,TSE stocks
9744.T,MEITEC Group Holdings Inc.,TSE stocks
2531.T,Takara Holdings Inc.,TSE stocks
3387.T,create restaurants holdings inc.,TSE stocks
7189.T,"Nishi-Nippon Financial Holdings, Inc.",TSE stocks
8698.T,"Monex Group, Inc.",TSE stocks
2175.T,"SMS Co., Ltd.",TSE stocks
3048.T,Bic Camera Inc.,TSE stocks
2782.T,"Seria Co., Ltd.",TSE stocks
3865.T,Hokuetsu Corporation,TSE stocks
8628.T,"Matsui Securities Co., Ltd.",TSE stocks
2427.T,OUTSOURCING Inc.,TSE stocks
5301.T,"Tokai Carbon Co., Ltd.",TSE stocks
4061.T,Denka Company Limited,TSE stocks
1893.T,"Penta-Ocean Construction Co., Ltd.",TSE stocks
8282.T,K's Holdings Corporation,TSE stocks
6770.T,"Alps Alpine Co., Ltd.",TSE stocks
4272.T,"Nippon Kayaku Co., Ltd.",TSE stocks
9507.T,"Shikoku Electric Power Company, Incorporated",TSE stocks
6925.T,Ushio Inc.,TSE stocks
9409.T,TV Asahi Holdings Corporation,TSE stocks
7867.T,"TOMY Company, Ltd.",TSE stocks
9861.T,"Yoshinoya Holdings Co., Ltd.",TSE stocks
8242.T,H2O Retailing Corporation,TSE stocks
4587.T,PeptiDream Inc.,TSE stocks
8377.T,"Hokuhoku Financial Group, Inc.",TSE stocks
6755.T,Fujitsu General Limited,TSE stocks
8086.T,Nipro Corporation,TSE stocks
3360.T,"Ship Healthcare Holdings, Inc.",TSE stocks
6412.T,Heiwa Corporation,TSE stocks
5832.T,"Chugin Financial Group,Inc.",TSE stocks
2607.T,Fuji Oil Holdings Inc.,TSE stocks
8129.T,"Toho Holdings Co., Ltd.",TSE stocks
7518.T,"Net One Systems Co., Ltd.",TSE stocks
6544.T,"Japan Elevator Service Holdings Co.,Ltd.",TSE stocks
6136.T,OSG Corporation,TSE stocks
6269.T,"MODEC, Inc.",TSE stocks
8876.T,"Relo Group, Inc.",TSE stocks
2678.T,ASKUL Corporation,TSE stocks
5801.T,"Furukawa Electric Co., Ltd.",TSE stocks
6995.T,"Tokai Rika Co., Ltd.",TSE stocks
8020.T,Kanematsu Corporation,TSE stocks
3105.T,Nisshinbo Holdings Inc.,TSE stocks
5032.T,ANYCOLOR Inc.,TSE stocks
7616.T,"Colowide Co.,Ltd.",TSE stocks
4180.T,"Appier Group, Inc.",TSE stocks
2726.T,"PAL GROUP Holdings CO., LTD.",TSE stocks
9090.T,AZ-COM MARUWA Holdings Inc.,TSE stocks
1719.T,Hazama Ando Corporation,TSE stocks
7956.T,Pigeon Corporation,TSE stocks
4443.T,"Sansan, Inc.",TSE stocks
7716.T,Nakanishi Inc.,TSE stocks
3050.T,"DCM Holdings Co., Ltd.",TSE stocks
2160.T,GNI Group Ltd.,TSE stocks
5631.T,"The Japan Steel Works, Ltd.",TSE stocks
7732.T,Topcon Corporation,TSE stocks
6407.T,CKD Corporation,TSE stocks
5423.T,"Tokyo Steel Manufacturing Co., Ltd.",TSE stocks
8585.T,Orient Corporation,TSE stocks
7004.T,Hitachi Zosen Corporation,TSE stocks
3880.T,Daio Paper Corporation,TSE stocks
1820.T,"Nishimatsu Construction Co., Ltd.",TSE stocks
4045.T,"Toagosei Co., Ltd.",TSE stocks
7412.T,ATOM Corporation,TSE stocks
8098.T,"Inabata & Co.,Ltd.",TSE stocks
3186.T,"NEXTAGE Co., Ltd.",TSE stocks
4043.T,Tokuyama Corporation,TSE stocks
6395.T,Tadano Ltd.,TSE stocks
3097.T,The Monogatari Corporation,TSE stocks
9069.T,"SENKO Group Holdings Co., Ltd.",TSE stocks
2685.T,"Adastria Co., Ltd.",TSE stocks
4480.T,"Medley, Inc.",TSE stocks
7148.T,"Financial Products Group Co., Ltd.",TSE stocks
8358.T,Suruga Bank Ltd.,TSE stocks
7105.T,"Mitsubishi Logisnext Co., Ltd.",TSE stocks
8381.T,"The San-in Godo Bank,Ltd.",TSE stocks
8919.T,"KATITAS CO., Ltd.",TSE stocks
5253.T,COVER Corporation,TSE stocks
6754.T,Anritsu Corporation,TSE stocks
5857.T,"ARE Holdings, Inc.",TSE stocks
2379.T,DIP Corporation,TSE stocks
4478.T,freee K.K.,TSE stocks
2730.T,EDION Corporation,TSE stocks
6425.T,Universal Entertainment Corporation,TSE stocks
9119.T,"Iino Kaiun Kaisha, Ltd.",TSE stocks
2432.T,"DeNA Co., Ltd.",TSE stocks
5192.T,Mitsuboshi Belting Ltd.,TSE stocks
8511.T,"Japan Securities Finance Co., Ltd.",TSE stocks
3765.T,"GungHo Online Entertainment, Inc.",TSE stocks
7780.T,"Menicon Co., Ltd.",TSE stocks
2146.T,"UT Group Co.,Ltd.",TSE stocks
6890.T,Ferrotec Holdings Corporation,TSE stocks
5595.T,INSTITUTE FOR Q-SHU PIONEERS OF,TSE stocks
3863.T,"Nippon Paper Industries Co., Ltd.",TSE stocks
4974.T,Takara Bio Inc.,TSE stocks
7512.T,Aeon Hokkaido Corporation,TSE stocks
4565.T,Sosei Group Corporation,TSE stocks
3222.T,United Super Markets Holdings Inc.,TSE stocks
9603.T,"H.I.S. Co., Ltd.",TSE stocks
9166.T,GENDA Inc.,TSE stocks
7014.T,"Namura Shipbuilding Co., Ltd.",TSE stocks
7545.T,"Nishimatsuya Chain Co., Ltd.",TSE stocks
5727.T,"Toho Titanium Co., Ltd.",TSE stocks
1890.T,"Toyo Construction Co., Ltd.",TSE stocks
2124.T,"JAC Recruitment Co., Ltd.",TSE stocks
7003.T,"MITSUI E&S Co., Ltd.",TSE stocks
3244.T,"Samty Co., Ltd.",TSE stocks
4552.T,"JCR Pharmaceuticals Co., Ltd.",TSE stocks
7342.T,WealthNavi Inc.,TSE stocks
1419.T,"Tama Home Co., Ltd.",TSE stocks
8051.T,Yamazen Corporation,TSE stocks
7157.T,Lifenet Insurance Company,TSE stocks
7839.T,"Shoei Co., Ltd.",TSE stocks
2168.T,Pasona Group Inc.,TSE stocks
3962.T,"CHANGE Holdings,Inc.",TSE stocks
1514.T,"Sumiseki Holdings,Inc.",TSE stocks
4071.T,"Plus Alpha Consulting Co.,Ltd.",TSE stocks
7220.T,"Musashi Seimitsu Industry Co., Ltd.",TSE stocks
9842.T,Arclands Corporation,TSE stocks
2767.T,Tsuburaya Fields Holdings Inc.,TSE stocks
4617.T,"Chugoku Marine Paints, Ltd.",TSE stocks
4996.T,"Kumiai Chemical Industry Co., Ltd.",TSE stocks
5726.T,"OSAKA Titanium technologies Co.,Ltd.",TSE stocks
9716.T,"NOMURA Co., Ltd.",TSE stocks
9519.T,"RENOVA, Inc.",TSE stocks
4776.T,"Cybozu, Inc.",TSE stocks
3101.T,"Toyobo Co., Ltd.",TSE stocks
8595.T,"JAFCO Group Co., Ltd.",TSE stocks
9348.T,"ispace, inc.",TSE stocks
6703.T,"Oki Electric Industry Co., Ltd.",TSE stocks
8892.T,ES-CON JAPAN Ltd.,TSE stocks
7241.T,"Futaba Industrial Co., Ltd.",TSE stocks
7283.T,"Aisan Industry Co., Ltd.",TSE stocks
7972.T,Itoki Corporation,TSE stocks
7599.T,IDOM Inc.,TSE stocks
1720.T,"Tokyu Construction Co., Ltd.",TSE stocks
9229.T,"Sunwels Co.,Ltd.",TSE stocks
6027.T,"Bengo4.com,Inc.",TSE stocks
6996.T,Nichicon Corporation,TSE stocks
6104.T,"Shibaura Machine Co.,Ltd.",TSE stocks
5851.T,Ryobi Limited,TSE stocks
8219.T,"Aoyama Trading Co., Ltd.",TSE stocks
6235.T,"Optorun Co.,Ltd.",TSE stocks
6080.T,"M&A Capital Partners Co.,Ltd.",TSE stocks
2157.T,"Koshidaka Holdings Co., Ltd.",TSE stocks
1898.T,"Seikitokyu Kogyo Co., Ltd.",TSE stocks
3479.T,TKP Corporation,TSE stocks
7239.T,"TACHI-S Co., Ltd.",TSE stocks
2395.T,"Shin Nippon Biomedical Laboratories, Ltd.",TSE stocks
6088.T,SIGMAXYZ Holdings Inc.,TSE stocks
6814.T,"Furuno Electric Co., Ltd.",TSE stocks
6200.T,"Insource Co., Ltd.",TSE stocks
8613.T,"Marusan Securities Co., Ltd.",TSE stocks
4384.T,Raksul Inc.,TSE stocks
9247.T,TRE Holdings Corporation,TSE stocks
6430.T,"Daikoku Denki Co., Ltd.",TSE stocks
6058.T,Vector Inc.,TSE stocks
7280.T,Mitsuba Corporation,TSE stocks
7130.T,"Yamae Group Holdings Co.,Ltd.",TSE stocks
9204.T,Skymark Airlines Inc.,TSE stocks
3687.T,Fixstars Corporation,TSE stocks
7352.T,TWOSTONE&Sons Inc.,TSE stocks
6630.T,Ya-Man Ltd.,TSE stocks
6266.T,"Tazmo Co., Ltd.",TSE stocks
7184.T,"The First Bank Of Toyama, Ltd.",TSE stocks
4475.T,Hennge K.K.,TSE stocks
3491.T,"GA technologies Co., Ltd.",TSE stocks
9416.T,Vision Inc.,TSE stocks
9268.T,Optimus Group Company Limited,TSE stocks
8237.T,"Matsuya Co., Ltd.",TSE stocks
3561.T,"Chikaranomoto Holdings Co.,Ltd.",TSE stocks
3182.T,Oisix ra daichi Inc.,TSE stocks
5408.T,"Nakayama Steel Works, Ltd.",TSE stocks
6330.T,Toyo Engineering Corporation,TSE stocks
8337.T,"The Chiba Kogyo Bank, Ltd.",TSE stocks
3133.T,"kaihan co.,Ltd.",TSE stocks
4431.T,"Smaregi, Inc.",TSE stocks
9517.T,"eREX Co.,Ltd.",TSE stocks
6023.T,"Daihatsu Diesel Mfg. Co., Ltd.",TSE stocks
4449.T,giftee Inc.,TSE stocks
7172.T,"Japan Investment Adviser Co., Ltd.",TSE stocks
4169.T,ENECHANGE Innovation Limited,TSE stocks
7816.T,"Snow Peak, Inc.",TSE stocks
4554.T,"Fuji Pharma Co., Ltd.",TSE stocks
6619.T,W-SCOPE Corporation,TSE stocks
2780.T,"Komehyo Holdings Co.,Ltd.",TSE stocks
6418.T,"Japan Cash Machine Co., Ltd.",TSE stocks
9338.T,Inforich Inc.,TSE stocks
7315.T,"IJTT Co., Ltd.",TSE stocks
6817.T,Sumida Corporation,TSE stocks
3856.T,Abalance Corporation,TSE stocks
5889.T,JAPAN EYEWEAR HOLDINGS CO LTD,TSE stocks
3984.T,"User Local, Inc.",TSE stocks
2491.T,"ValueCommerce Co., Ltd.",TSE stocks
3661.T,"m-up holdings, Inc.",TSE stocks
4080.T,Tanaka Chemical Corporation,TSE stocks
6191.T,AirTrip Corp.,TSE stocks
4813.T,"Access Co., Ltd.",TSE stocks
6223.T,"Seibu Giken Co.,Ltd.",TSE stocks
3093.T,"Treasure Factory Co.,LTD.",TSE stocks
6249.T,"Gamecard-Joyco Holdings,Inc.",TSE stocks
4165.T,"PLAID,Inc.",TSE stocks
9522.T,"Renewable Japan Co., Ltd.",TSE stocks
7047.T,Port Inc.,TSE stocks
6464.T,"Tsubaki Nakashima Co., Ltd.",TSE stocks
3655.T,BrainPad Inc.,TSE stocks
2158.T,"FRONTEO, Inc.",TSE stocks
6556.T,"Welbe, Inc.",TSE stocks
3548.T,Baroque Japan Limited,TSE stocks
6962.T,Daishinku Corp.,TSE stocks
4382.T,"HEROZ, Inc.",TSE stocks
2929.T,"Pharma Foods International Co., Ltd.",TSE stocks
3793.T,"Drecom Co.,Ltd.",TSE stocks
5541.T,"Pacific Metals Co., Ltd.",TSE stocks
5871.T,SOLIZE CORPORATION,TSE stocks
4880.T,"CellSource Co., Ltd.",TSE stocks
3926.T,OpenDoor Inc.,TSE stocks
6227.T,"AIMECHATEC, Ltd.",TSE stocks
9168.T,"Rise Consulting Group, Inc.",TSE stocks
7859.T,Almedio Inc.,TSE stocks
9227.T,"Microwave Chemical Co., Ltd.",TSE stocks
3475.T,"Good Com Asset Co., Ltd.",TSE stocks
5852.T,Ahresty Corporation,TSE stocks
5845.T,ZENHOREN CO. LTD,TSE stocks
3696.T,Ceres Inc.,TSE stocks
2338.T,"Quantum Solutions Co.,Ltd.",TSE stocks
130A.T,VERITAS IN SILICO INC,TSE stocks
6095.T,"MedPeer,Inc.",TSE stocks
